category,image_name,fog_path,gt_path,mae,mse,psnr,ssim
cars,image0260.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0260.jpg,archive/cars/image0260.jpg,0.03163484111428261,0.0019775014370679855,27.038833146853335,0.7799358367919922
cars,image0270.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0270.jpg,archive/cars/image0270.jpg,0.019640658050775528,0.0006673673633486032,31.756351029566883,0.9151809811592102
cars,image0280.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0280.jpg,archive/cars/image0280.jpg,0.03474539890885353,0.003478706581518054,24.585822484449523,0.8035931587219238
cars,image0290.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0290.jpg,archive/cars/image0290.jpg,0.027730947360396385,0.0018392704660072923,27.353544372191486,0.9076604247093201
cars,image0300.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0300.jpg,archive/cars/image0300.jpg,0.01407578680664301,0.0008846884593367577,30.532096524041293,0.9402199387550354
cars,image0310.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0310.jpg,archive/cars/image0310.jpg,0.03264617547392845,0.0018602368654683232,27.304317617129783,0.862440824508667
cars,image0320.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0320.jpg,archive/cars/image0320.jpg,0.03748677670955658,0.002066172892227769,26.848333191670992,0.9122007489204407
cars,image0330.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0330.jpg,archive/cars/image0330.jpg,0.03370616212487221,0.0021314925979822874,26.713162556904095,0.7520596385002136
cars,image0340.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0340.jpg,archive/cars/image0340.jpg,0.022125542163848877,0.0014614464016631246,28.35217094560921,0.8446705937385559
cars,image0350.jpg,VerticalFilter_MediumFog_Redo_3-21-26_aligned/cars/image0350.jpg,archive/cars/image0350.jpg,0.03821391984820366,0.0032801127526909113,24.841112959477044,0.7523128986358643
