condition,category,input_mae,input_mse,input_psnr,input_ssim,dcp_mae,dcp_mse,dcp_psnr,dcp_ssim
Benchmark vertical-polarizer medium fog,apparel,0.2413514722138643,0.0772221316583454,11.446144529598492,0.6077585008157336,0.3970937425189692,0.2130432137814553,7.391987113326634,0.4385627451474252
Benchmark vertical-polarizer medium fog,artwork,0.2176647208145131,0.0680124589505241,12.236006536798566,0.4568639898105808,0.2923850089959476,0.1343540850338404,9.95781385939329,0.3981221330392619
Benchmark vertical-polarizer medium fog,cars,0.2230239400397176,0.0713754323027704,11.734409605214893,0.4782676272418188,0.223166036784001,0.0820415528369662,11.635526275186022,0.4673287237629942
Benchmark vertical-polarizer medium fog,dishes,0.2322668608116067,0.0764073275191628,11.484705397496906,0.3959678418772376,0.2203793051936056,0.0829678983832507,11.896032691858853,0.4127325243923975
Benchmark vertical-polarizer medium fog,furniture,0.2181519589022449,0.068094167129501,12.130910404178424,0.6001748590041762,0.3523965212314025,0.1742260215358565,8.213038760766187,0.4604689286130926
Benchmark vertical-polarizer medium fog,illustrations,0.2306334283202886,0.0736467560307811,11.742093187086889,0.5266549188805663,0.3037265559415454,0.1450100479364071,9.832758089150529,0.4410111110495484
