condition,samples,input_mae,input_mse,input_psnr,input_ssim,dcp_mae,dcp_mse,dcp_psnr,dcp_ssim,inference_seconds,transmission_mean
Benchmark vertical-polarizer medium fog,552,0.2271820635170392,0.0724597122651808,11.79571161006236,0.5109479562716855,0.2981911951109119,0.1386071365846294,9.821192798280252,0.4363710276674533,0.0233405452707539,0.342067064717412
